id,name,google_place_id,address,latitude,longitude,independent,coffee_quality,seating,quiet,outdoor_seating,laptop_friendly,meeting_suitability,google_rating,google_review_count
nola_coffee,Nola Coffee,ChIJBQdXz_YDdkgRloFsZp76YFo,"224 Rye Ln, London SE15 4NL, UK",51.4663567,-0.0662381,TRUE,,,,FALSE,,,4.7,738
goodcup,Goodcup,ChIJh33RgvcDdkgRqNefnAvb_GA,"44 Nunhead Grn, London SE15 3QG, UK",51.465703100000006,-0.057591899999999994,TRUE,,,,,,,4.5,278
aazhii_coffee,Aazhii Coffee,ChIJDTdHub8DdkgRNZhEnDoqz9w,"679 Old Kent Rd, London SE15 1JS, UK",51.482337799999996,-0.0621409,TRUE,,,,,,,,
cotton_s_coffee,Cotton's Coffee,ChIJA38pcAADdkgRNWSWvxQI_B8,"28 Choumert Rd, London SE15 4SE, UK",51.468108099999995,-0.06858979999999999,TRUE,,,,,,,4.9,68
ukkei_coffee_brew_bar,Ukkei - Coffee Brew Bar,ChIJC8nHL-MDdkgRJV_JyRtUoaY,"Unit 30, Rye Lane Market, 48 Rye Ln, London SE15 5BY, UK",51.470937,-0.0698811,TRUE,,,,,,,5,115
the_meeting_house,The Meeting House,ChIJZScZjs4DdkgR8d5mNw8MLDI,"19 Meeting House Ln, London SE15 2UN, UK",51.476857200000005,-0.0599969,TRUE,,,,,,,5,69
lomond_coffee_roasters,Lomond Coffee Roasters,ChIJI4UNmb4ddkgRSDTzDN-fHVo,"61-65 Paulet Rd, London SE5 9HW, UK",51.4718252,-0.1012352,TRUE,,,,,,,5,4
lumberjack,Lumberjack,ChIJ6UMlUn8DdkgRGc_MnuchyyE,"70 Camberwell Church St, London SE5 8QZ, UK",51.4734736,-0.0882505,TRUE,,,,FALSE,,,4.5,450
south_london_louie,South London Louie,ChIJB3hamxYDdkgR--3uOrbrjVU,"67 Peckham Rd, London SE5 8UH, UK",51.4742441,-0.079654,TRUE,,,,TRUE,,,4.1,58
the_patio,The Patio,ChIJ-bI-oQIbdkgRkGqEfriTvPQ,"26 Smithfield St, London EC1A 9LB, UK",51.518269,-0.1024611,TRUE,,,,FALSE,,,4.1,165
holy_shot_coffee,Holy Shot Coffee,ChIJP2Xq_7ccdkgRwRiylXF_TMg,"155 Bethnal Grn Rd, London E2 7DG, UK",51.525495,-0.070586,TRUE,,,,TRUE,,,4.4,490
la_tostadora_roastery_coffee,La Tostadora Roastery + Coffee,ChIJ76TxnesHdkgRawNa-VU2yWg,"267 Poyser St, London E2 9RF, UK",51.5298236,-0.05672979999999999,TRUE,,,,,,,4.8,157
paper_and_cup,Paper & Cup,ChIJrXkVG7ocdkgR1hK-Wo8g4ao,"18 Calvert Ave, London E2 7JP, UK",51.5262342,-0.0768664,TRUE,,,,TRUE,,,4.6,339
longshot_coffee,Longshot Coffee,ChIJwaTbojUDdkgR5DEbzowCfDg,"1 Dock St, London E1 8JN, UK",51.5107849,-0.0683139,TRUE,,,,,,,4.7,242
urban_baristas_wapping,Urban Baristas Wapping,ChIJe0KMfy8DdkgRUeFaEY6O3-8,"138 Wapping High St, London E1W 3PA, UK",51.5045326,-0.0558821,TRUE,,,,TRUE,,,4.3,801
white_mulberries,White Mulberries,ChIJWZAsUgkbdkgRho3VniGxdBQ,"54 Paddington St, London W1U 4HU, UK",51.5206033,-0.1530008,TRUE,,,,TRUE,,,4.2,252
mae_harvey,Mae + Harvey,ChIJOTOptDwddkgR5IFuioDXAkY,"414 Roman Rd, Bow, London E3 5LU, UK",51.5317321,-0.0351212,TRUE,,,,FALSE,,,4.7,669
the_peanut_vendor,The Peanut Vendor,ChIJ4R4JPIQcdkgRVWw2p0qETnY,"6 Gunmakers Ln, Gunmakers Wharf, Vermilion Apartments, 6 Gunmakers Ln, Bow, London E3 5GG, UK",51.5353437,-0.034085199999999996,TRUE,,,,,,,4,132
zealand_road,Zealand Road,ChIJV3awoCMddkgRf8dipwEMW5k,"Zealand Rd, Bow, London, UK",51.5315011,-0.0376957,TRUE,,,,,,,,
640east_wood_wharf,640East Wood Wharf,ChIJj1lmGboCdkgRqKvZ-3-Fhmw,"Montgomery Square, Upper Bank St, Canary Wharf Estate, London E14 5JJ, UK",51.5034132,-0.0169335,TRUE,,,,TRUE,,,4.3,627
eleventh_hour_cafe,Eleventh Hour Cafe,ChIJRbbBqmgDdkgRHWyztmQ0wJE,"18, Wardian, 1 Erebus Gdns, Wards Pl, London E14 9ED, UK",51.5013076,-0.0228868,TRUE,,,,TRUE,,,4.8,285
nude_coffee_roasters,Nude Coffee Roasters,ChIJx6V6eLYcdkgRd_3-5pTLxPE,"25 Hanbury St, London E1 6QR, UK",51.5204634,-0.0727785,TRUE,,,,,,,4.2,698
potter_and_reid,Potter & Reid,ChIJ1WWd0CgddkgR5jzkVW3HcSw,"20-22 Toynbee St, London E1 7NE, UK",51.517620099999995,-0.0744934,TRUE,,,,TRUE,,,4.6,441
yellow_ladder_coffee,Yellow Ladder Coffee,ChIJHwwjOQAddkgR9goE2sMotm8,"Whitechapel Rd, Greater, London E1 1BY, UK",51.5197102,-0.0602259,TRUE,,,,,,,4.7,260
